raceId,Bgap_mean,Bgap_median,Bgap_std,Bgap_var,First_ten_gap,Bgap_average,absoluteDifference
540,221.07692307692307,92.5,365.53037578469696,133612.45562130178,2808.0,221.07692307692307,4.1875
541,289.0,115.0,383.41341415480775,147005.84615384616,4071.0,289.0,4.571428571428571
542,208.3846153846154,104.0,229.81364974576127,52814.31360946746,2556.0,208.3846153846154,5.235294117647059
543,308.61538461538464,197.0,343.9524874302662,118303.31360946744,3062.0,308.61538461538464,8.083333333333334
544,335.76,279.0,265.1463414795686,70302.5824,3568.0,335.76,4.533333333333333
545,197.8846153846154,129.5,173.99366189231787,30273.79437869823,2739.0,197.8846153846154,8.928571428571429
546,240.19230769230768,186.0,205.55703292999303,42253.69378698225,3083.0,240.19230769230768,6.6875
547,277.4166666666667,177.5,355.2443896656059,126198.57638888888,2137.0,277.4166666666667,5.133333333333334
548,350.9166666666667,104.0,578.5571793022901,334728.40972222225,2708.0,350.9166666666667,3.2666666666666666
549,249.8148148148148,92.0,352.9468575082737,124571.4842249657,2232.0,249.8148148148148,6.666666666666667
550,258.2857142857143,123.5,338.0234414042546,114259.84693877552,2336.0,258.2857142857143,8.909090909090908
552,476.0,276.0,787.1811523827705,619654.1666666666,3054.0,476.0,5.818181818181818
553,340.85185185185185,189.0,408.7463855274513,167073.60768175585,2061.0,340.85185185185185,7.909090909090909
554,252.88888888888889,117.0,328.44395579575735,107875.43209876542,1799.0,252.88888888888889,5.4
555,240.07142857142856,123.0,401.2367424219618,160990.92346938775,1548.0,240.07142857142856,7.454545454545454
556,269.5357142857143,128.5,334.3192958559716,111769.39158163266,1881.0,269.5357142857143,5.375
557,275.35714285714283,188.0,366.3402218747831,134205.1581632653,2329.0,275.35714285714283,10.375
558,286.32142857142856,96.5,404.0335959838903,163243.14668367346,2694.0,286.32142857142856,7.214285714285714
559,520.2142857142857,340.0,534.9265875628473,286146.4540816326,2163.0,520.2142857142857,6.6923076923076925
560,292.5357142857143,109.0,542.8962991047486,294736.39158163266,1774.0,292.5357142857143,6.5
561,299.7142857142857,148.0,415.1329268304016,172335.34693877553,1392.0,299.7142857142857,5.625
562,266.85714285714283,112.5,343.8274810638234,118217.33673469388,1395.0,266.85714285714283,3.526315789473684
563,336.42857142857144,146.5,619.25314628484,383474.45918367343,1324.0,336.42857142857144,5.615384615384615
565,308.65384615384613,207.5,369.722030960443,136694.3801775148,1833.0,308.65384615384613,5.1
566,540.6538461538462,369.0,548.9849334003545,301384.45710059174,2873.0,540.6538461538462,5.222222222222222
567,359.61538461538464,279.0,326.47253117141025,106584.31360946744,2277.0,359.61538461538464,3.0
568,311.0769230769231,207.0,259.1417674194992,67154.4556213018,2475.0,311.0769230769231,3.466666666666667
569,368.84615384615387,224.5,339.6805843852192,115382.89940828404,2981.0,368.84615384615387,5.7
570,305.0416666666667,159.0,312.2159347800101,97478.78993055556,1980.0,305.0416666666667,7.333333333333333
571,318.3333333333333,227.5,301.4558655738662,90875.63888888888,2330.0,318.3333333333333,2.375
573,426.6666666666667,155.5,631.2492684264188,398475.6388888889,1971.0,426.6666666666667,6.333333333333333
574,399.5,283.0,424.99196070827816,180618.16666666663,3431.0,399.5,5.076923076923077
575,631.0416666666666,310.5,800.5689892802632,640910.7065972221,3756.0,631.0416666666666,6.071428571428571
576,333.6666666666667,235.5,342.6733948755805,117425.05555555556,2079.0,333.6666666666667,8.4
577,509.6666666666667,237.0,1033.6176624952875,1068365.4722222222,2294.0,509.6666666666667,2.176470588235294
578,379.7916666666667,263.5,395.3963179695645,156338.2482638889,2171.0,379.7916666666667,4.733333333333333
579,308.0,173.0,377.1158089146268,142216.33333333334,1639.0,308.0,2.235294117647059
582,441.6363636363636,160.5,801.9609231839477,643141.3223140496,2461.0,441.6363636363636,3.3636363636363638
584,241.13636363636363,197.0,245.02491440195615,60037.20867768596,1712.0,241.13636363636363,3.6
585,313.59090909090907,140.0,365.9946173338556,133952.0599173554,2172.0,313.59090909090907,3.6923076923076925
586,308.8636363636364,212.0,344.6877764341818,118809.6632231405,1895.0,308.8636363636364,4.909090909090909
587,228.95454545454547,97.0,350.2876061535626,122701.4070247934,1607.0,228.95454545454547,5.571428571428571
588,304.90909090909093,177.5,310.34788531155704,96315.80991735536,2420.0,304.90909090909093,4.666666666666667
589,229.54545454545453,149.5,225.95066381699093,51053.70247933885,1273.0,229.54545454545453,3.375
590,211.72727272727272,141.0,276.83818408104264,76639.38016528926,1454.0,211.72727272727272,2.1666666666666665
591,383.1363636363636,207.5,755.27943627475,570447.0268595042,2311.0,383.1363636363636,3.727272727272727
592,372.25,175.0,417.4632768280343,174275.5875,1964.0,372.25,4.076923076923077
593,266.95,130.0,336.8574587269814,113472.94749999998,2307.0,266.95,5.5
594,400.25,289.5,417.19622181894215,174052.6875,2578.0,400.25,4.6
595,281.45,231.5,238.95344211791547,57098.74749999998,1990.0,281.45,4.6
596,264.1,143.5,287.503895625781,82658.48999999999,1994.0,264.1,2.5
597,394.3,290.0,393.8102461846314,155086.51,2691.0,394.3,2.923076923076923
598,529.875,215.0,1012.7954018663723,1025754.5260416666,3501.0,529.875,5.9
599,148.63636363636363,104.0,150.68104346434603,22704.77685950413,1171.0,148.63636363636363,3.0555555555555554
600,204.3636363636364,174.5,189.7990673064892,36023.68595041322,2326.0,204.3636363636364,5.9
601,246.54545454545453,145.0,279.82246437741185,78300.61157024793,1774.0,246.54545454545453,5.636363636363637
602,139.72727272727272,140.5,111.1187660356668,12347.380165289256,1079.0,139.72727272727272,8.4
603,206.13636363636363,159.0,205.0189116453197,42032.75413223141,1969.0,206.13636363636363,3.8
604,133.5909090909091,97.0,150.10228606184427,22530.69628099173,939.0,133.5909090909091,5.0
605,169.63636363636363,122.5,168.90571481115663,28529.14049586777,791.0,169.63636363636363,3.0833333333333335
606,178.5,115.5,203.53930824290427,41428.25,773.0,178.5,5.090909090909091
607,210.27272727272728,144.5,200.3535923897325,40141.56198347109,1336.0,210.27272727272728,4.909090909090909
608,152.1818181818182,136.5,133.7003557361271,17875.78512396694,1466.0,152.1818181818182,5.461538461538462
609,229.77272727272728,179.0,205.44362903420443,42207.0847107438,1960.0,229.77272727272728,4.733333333333333
610,213.04545454545453,96.0,296.06471609380014,87654.31611570249,901.0,213.04545454545453,3.142857142857143
611,179.1818181818182,78.5,396.2637593095649,157024.96694214875,772.0,179.1818181818182,5.214285714285714
612,182.4090909090909,72.5,263.033986585714,69186.87809917355,1018.0,182.4090909090909,6.1
613,202.63636363636363,132.0,196.17583612077695,38484.95867768595,1002.0,202.63636363636363,2.6153846153846154
614,146.77272727272728,83.5,147.03182457555417,21618.357438016534,939.0,146.77272727272728,4.0588235294117645
615,240.5,156.5,230.3082420662282,53041.88636363636,2389.0,240.5,3.0
616,170.6818181818182,120.0,170.6954721569264,29136.94421487603,1669.0,170.6818181818182,2.272727272727273
617,242.0909090909091,217.0,218.66244410691544,47813.26446280992,1984.0,242.0909090909091,3.2
618,250.4090909090909,211.5,204.92030803370395,41992.332644628106,1964.0,250.4090909090909,3.272727272727273
619,258.3636363636364,146.0,299.7460357542919,89847.68595041322,2623.0,258.3636363636364,3.3125
620,269.95454545454544,119.0,371.6249914867415,138105.13429752065,2440.0,269.95454545454544,4.833333333333333
621,164.13636363636363,94.0,169.31796217191365,28668.572314049583,1504.0,164.13636363636363,7.7
622,191.6818181818182,135.0,196.90107953987183,38770.03512396693,1531.0,191.6818181818182,3.823529411764706
624,241.45454545454547,193.5,208.2050403880156,43349.3388429752,2483.0,241.45454545454547,6.666666666666667
625,258.42857142857144,117.0,302.9456294812136,91776.0544217687,1629.0,258.42857142857144,1.8125
626,280.3181818181818,156.0,377.4332435090809,142455.85330578516,2198.0,280.3181818181818,3.125
627,310.8181818181818,194.0,361.42654683950735,130629.1487603306,2507.0,310.8181818181818,7.0
628,187.63636363636363,133.0,171.3039683917943,29345.049586776862,1505.0,187.63636363636363,4.538461538461538
629,193.6818181818182,114.0,202.39192095887,40962.48966942149,1246.0,193.6818181818182,2.125
630,316.6363636363636,177.0,316.1936324835472,99978.4132231405,2787.0,316.6363636363636,1.5833333333333333
631,297.77272727272725,171.5,371.0607560908911,137686.08471074377,2327.0,297.77272727272725,5.5
632,197.23809523809524,130.0,204.32045436657185,41746.84807256236,1806.0,197.23809523809524,5.0
633,208.3181818181818,152.5,211.9329624633988,44915.5805785124,1780.0,208.3181818181818,6.181818181818182
634,198.5,108.5,190.57824687465825,36320.06818181818,1421.0,198.5,2.4444444444444446
635,170.22727272727272,116.0,205.5584260713377,42254.26652892561,1215.0,170.22727272727272,4.333333333333333
636,185.8636363636364,140.0,202.63430909680744,41060.663223140495,1531.0,185.8636363636364,6.454545454545454
637,449.1363636363636,362.0,428.2221487472197,183374.20867768597,3787.0,449.1363636363636,6.181818181818182
638,180.3636363636364,132.5,146.5241356024651,21469.322314049583,1957.0,180.3636363636364,3.75
639,154.95454545454547,75.5,190.76031540622984,36389.4979338843,1896.0,154.95454545454547,4.2
640,148.13636363636363,124.0,145.82938207949024,21266.20867768595,1388.0,148.13636363636363,5.181818181818182
641,168.6818181818182,118.0,159.47681118515357,25432.853305785124,1233.0,168.6818181818182,3.1176470588235294
642,193.1818181818182,88.5,220.26691171552343,48517.51239669421,1835.0,193.1818181818182,2.125
643,185.3181818181818,188.0,170.7215666100365,29145.853305785124,1584.0,185.3181818181818,2.3636363636363638
644,172.1818181818182,136.0,174.68273484016578,30514.057851239668,1055.0,172.1818181818182,6.6
645,224.95454545454547,100.0,258.1987390421866,66666.5888429752,2399.0,224.95454545454547,3.4545454545454546
646,229.3181818181818,150.0,224.87741839896933,50569.85330578512,2251.0,229.3181818181818,3.2142857142857144
647,188.5909090909091,149.5,190.328104046887,36224.78719008264,1462.0,188.5909090909091,5.888888888888889
648,208.72727272727272,66.0,296.14863924881644,87704.01652892563,1404.0,208.72727272727272,5.2
649,165.77272727272728,87.5,220.54579648478327,48640.44834710744,1524.0,165.77272727272728,3.2666666666666666
650,157.77272727272728,71.5,214.54178059257995,46028.17561983471,1322.0,157.77272727272728,5.235294117647059
651,149.22727272727272,69.0,184.32380890412836,33975.26652892562,1396.0,149.22727272727272,3.823529411764706
652,158.45454545454547,106.0,187.34769020405187,35099.15702479339,1301.0,158.45454545454547,4.083333333333333
653,196.3181818181818,106.5,298.466594196469,89082.30785123968,1268.0,196.3181818181818,5.4
654,166.0,108.5,173.16282405979533,29985.36363636364,1493.0,166.0,4.4375
655,121.36363636363636,100.5,102.75192785386535,10557.95867768595,1273.0,121.36363636363636,2.933333333333333
656,136.77272727272728,54.0,181.05647833509695,32781.44834710744,1495.0,136.77272727272728,5.5
657,336.22727272727275,167.5,448.6372225284217,201275.35743801657,2608.0,336.22727272727275,5.5
658,154.13636363636363,151.5,121.973281520826,14877.481404958677,1494.0,154.13636363636363,2.3125
659,188.0909090909091,112.5,218.61795424291063,47793.80991735538,1798.0,188.0909090909091,2.9411764705882355
660,163.1818181818182,69.0,243.2853985013629,59187.78512396693,1044.0,163.1818181818182,6.666666666666667
661,131.5909090909091,77.5,121.9033369261031,14860.42355371901,1218.0,131.5909090909091,4.666666666666667
662,210.77272727272728,102.5,298.28524051776986,88974.0847107438,1504.0,210.77272727272728,3.066666666666667
663,212.77272727272728,76.5,322.4058610760641,103945.53925619836,1591.0,212.77272727272728,3.4615384615384617
664,288.0,157.5,466.2963357429187,217432.27272727276,1723.0,288.0,4.142857142857143
666,136.54545454545453,90.0,138.98879198525566,19317.884297520664,1144.0,136.54545454545453,6.363636363636363
667,237.5909090909091,206.5,225.50945537340536,50854.5144628099,1617.0,237.5909090909091,3.3333333333333335
668,196.4090909090909,90.0,201.65602105180565,40665.15082644629,1031.0,196.4090909090909,4.3125
669,182.8636363636364,120.0,189.9206282669745,36069.84504132231,873.0,182.8636363636364,5.181818181818182
670,216.8636363636364,167.5,190.16698295171716,36163.48140495868,1790.0,216.8636363636364,5.7
671,223.0909090909091,119.0,275.4140534294615,75852.90082644628,1341.0,223.0909090909091,6.090909090909091
672,169.5,129.5,141.18966933622562,19934.522727272728,1478.0,169.5,3.066666666666667
673,159.5909090909091,121.5,135.30727961700867,18308.059917355367,1107.0,159.5909090909091,3.176470588235294
674,275.40909090909093,191.0,355.13398996216387,126120.15082644628,1836.0,275.40909090909093,3.5625
675,209.04545454545453,134.5,220.0248905904485,48410.95247933885,2205.0,209.04545454545453,8.7
676,230.9090909090909,136.5,238.7291940655218,56991.62809917356,2153.0,230.9090909090909,1.6666666666666667
677,551.4545454545455,397.0,544.1014049264854,296046.3388429752,6447.0,551.4545454545455,4.846153846153846
678,238.5,138.0,288.36604736467723,83154.97727272728,1477.0,238.5,4.384615384615385
679,160.86363636363637,84.0,222.16236802977016,49356.11776859504,1097.0,160.86363636363637,4.133333333333334
680,261.90909090909093,144.0,299.1492344346044,89490.26446280991,1902.0,261.90909090909093,3.4705882352941178
682,222.3636363636364,150.5,215.71984050331776,46535.04958677687,2428.0,222.3636363636364,4.230769230769231
683,164.27272727272728,78.0,280.7038526500162,78794.652892562,1329.0,164.27272727272728,4.846153846153846
684,279.54545454545456,164.0,485.6334876195429,235839.88429752068,2025.0,279.54545454545456,2.0
685,229.5909090909091,112.0,354.6012689167304,125742.05991735538,1757.0,229.5909090909091,5.166666666666667
686,193.3636363636364,81.0,236.89440406579035,56118.95867768594,1579.0,193.3636363636364,3.9166666666666665
687,223.77272727272728,113.5,299.52992441463124,89718.17561983471,1616.0,223.77272727272728,5.166666666666667
688,205.04545454545453,117.0,381.1479642621184,145273.77066115706,1852.0,205.04545454545453,3.8666666666666667
689,197.5,154.0,193.45230795869415,37423.795454545456,1483.0,197.5,3.5
690,263.04545454545456,103.0,366.9279688133908,134636.13429752068,2189.0,263.04545454545456,4.25
691,374.1904761904762,158.0,569.8459791112832,324724.43990929704,1385.0,374.1904761904762,4.0
692,244.8181818181818,80.5,397.1464850385968,157725.33057851242,1601.0,244.8181818181818,3.6666666666666665
693,231.3,92.5,269.00745342833903,72365.01000000001,1890.0,231.3,2.375
694,222.2,155.0,198.92224611641603,39570.06,2246.0,222.2,2.8333333333333335
695,242.35,119.0,331.8201734373605,110104.62750000002,2054.0,242.35,4.384615384615385
696,150.95,112.0,148.76070549711707,22129.7475,1163.0,150.95,2.5625
697,247.5,179.5,253.264584969948,64142.95,2112.0,247.5,3.4545454545454546
699,193.3,120.5,337.76502187171485,114085.21,1050.0,193.3,4.384615384615385
700,138.95,69.0,203.64024037503,41469.34749999999,577.0,138.95,5.2
704,252.8421052631579,120.0,379.6755211822874,144153.50138504157,1485.0,252.8421052631579,2.1538461538461537
707,230.0,117.0,265.6531573311336,70571.6,1326.0,230.0,1.875
709,200.35,143.5,175.2413407275806,30709.5275,1499.0,200.35,3.5384615384615383
710,360.95,144.0,578.2754080021041,334402.44749999995,1681.0,360.95,3.0
712,198.7,129.5,276.0721101451575,76215.81,896.0,198.7,6.454545454545454
718,322.4,129.0,451.03152883141104,203429.44,1614.0,322.4,2.769230769230769
719,306.5,117.5,568.7921852487075,323524.55,1054.0,306.5,5.5
723,227.45,88.5,267.84836661812966,71742.7475,780.0,227.45,2.111111111111111
725,254.7,153.0,372.5126977701565,138765.71,1062.0,254.7,3.3529411764705883
727,383.15,322.5,355.63679154440695,126477.52749999995,3403.0,383.15,4.545454545454546
728,242.55,86.5,379.17482445436696,143773.54750000002,960.0,242.55,2.6
733,766.45,252.0,1181.3933923549769,1395690.3475,2245.0,766.45,3.6923076923076925
734,467.95,296.5,473.5265013703034,224227.3475,1863.0,467.95,4.384615384615385
738,307.9,172.5,466.9968843579152,218086.09,1504.0,307.9,3.6666666666666665
740,193.45,74.0,234.52728519300263,55003.0475,930.0,193.45,10.833333333333334
741,196.15,113.5,272.4733519080352,74241.72750000001,1154.0,196.15,3.1333333333333333
746,304.3,176.0,375.8080760175332,141231.71000000002,1388.0,304.3,3.2
747,264.2,105.0,378.1574539791593,143003.05999999997,1680.0,264.2,5.533333333333333
750,269.0,152.5,418.3007291411288,174975.5,1659.0,269.0,3.8125
