raceId,Bgap_mean,Bgap_median,Bgap_std,Bgap_var,First_ten_gap,Bgap_average,absoluteDifference
405,651.12,379.0,889.4262114419611,791078.9856,2332.0,651.12,6.0
406,378.7692307692308,299.5,453.0228647390012,205229.71597633135,2611.0,378.7692307692308,5.777777777777778
407,369.0384615384616,189.0,425.4683826967125,181023.34467455625,1370.0,369.0384615384616,5.5
409,416.72,249.0,670.2568773239108,449244.2816,1773.0,416.72,5.529411764705882
411,459.3076923076923,285.0,600.2080260678068,360249.674556213,2218.0,459.3076923076923,5.0
412,423.2692307692308,138.5,775.2013910885107,600937.1967455621,2152.0,423.2692307692308,7.7272727272727275
414,438.037037037037,198.0,850.1046768435172,722677.9615912207,2361.0,438.037037037037,7.3
415,346.48148148148147,176.0,400.2326518201512,160186.1755829904,1985.0,346.48148148148147,5.7
416,428.34615384615387,239.0,648.0053384340698,419910.9186390533,2389.0,428.34615384615387,4.615384615384615
417,445.875,238.0,813.5068281059478,661793.359375,2159.0,445.875,5.230769230769231
418,363.8888888888889,194.0,414.3090931796671,171652.02469135803,2912.0,363.8888888888889,4.666666666666667
419,357.4761904761905,142.0,578.4166087195547,334565.7732426304,2152.0,357.4761904761905,5.571428571428571
421,478.6,388.0,367.5785630310886,135113.99999999997,3793.0,478.6,4.7
422,338.28,263.0,307.97422229790595,94848.1216,3502.0,338.28,3.75
423,361.96153846153845,219.5,471.9867567217432,222771.49852071004,2488.0,361.96153846153845,4.333333333333333
424,262.3076923076923,185.0,217.8050944574016,47439.05917159763,2233.0,262.3076923076923,4.083333333333333
425,475.52,187.0,598.4806175641781,358179.0496,1978.0,475.52,6.083333333333333
427,437.6538461538461,310.5,418.6208990251104,175243.45710059168,3239.0,437.6538461538461,5.3
428,297.61538461538464,185.5,396.2992339637268,157053.0828402367,1348.0,297.61538461538464,3.727272727272727
429,436.84615384615387,181.5,600.3991423857257,360479.13017751486,3343.0,436.84615384615387,4.666666666666667
430,574.8461538461538,326.5,1036.4617582580463,1074252.9763313606,2295.0,574.8461538461538,5.666666666666667
431,443.61538461538464,208.5,588.6121275393418,346464.2366863905,2951.0,443.61538461538464,4.7
432,484.6538461538461,248.5,662.3900746137019,438760.6109467456,2177.0,484.6538461538461,9.181818181818182
433,474.8888888888889,332.0,651.9827499043511,425081.5061728396,2033.0,474.8888888888889,7.818181818181818
434,377.3333333333333,137.0,565.3916374546972,319667.7037037037,2984.0,377.3333333333333,5.6923076923076925
435,368.5769230769231,212.0,502.945338295932,252954.01331360947,2267.0,368.5769230769231,6.3125
436,338.65384615384613,197.5,418.003215142925,174726.68786982246,3317.0,338.65384615384613,5.4
437,758.7826086956521,439.0,904.33270890375,817817.6483931948,4348.0,758.7826086956521,5.083333333333333
438,652.5925925925926,287.0,1358.206804175304,1844725.722908093,3022.0,652.5925925925926,6.461538461538462
439,771.5384615384615,464.0,985.658554968326,971522.7869822488,3755.0,771.5384615384615,10.3
440,345.12,194.0,308.8400647584442,95382.1856,3724.0,345.12,6.461538461538462
441,553.0769230769231,306.5,705.9125530434904,498312.5325443788,4277.0,553.0769230769231,4.583333333333333
442,317.11538461538464,203.0,294.3812712117343,86660.33284023668,2346.0,317.11538461538464,6.666666666666667
443,427.96153846153845,292.0,469.3558171963938,220294.88313609464,2431.0,427.96153846153845,5.666666666666667
445,372.4230769230769,176.0,390.8782195830035,152785.78254437872,3539.0,372.4230769230769,6.5
446,664.4615384615385,415.5,1010.1359097730452,1020374.5562130178,4315.0,664.4615384615385,5.0
447,472.1071428571428,253.5,529.0603759284483,279904.88137755095,3342.0,472.1071428571428,5.0
448,345.4074074074074,190.0,419.2213469313176,175746.53772290814,2863.0,345.4074074074074,5.142857142857143
449,437.9285714285714,165.5,707.3541206784734,500349.8520408163,3350.0,437.9285714285714,6.3125
450,380.44444444444446,174.0,438.3501334620224,192150.83950617284,1758.0,380.44444444444446,8.777777777777779
451,376.6666666666667,349.0,307.6839407694321,94669.4074074074,3329.0,376.6666666666667,5.666666666666667
452,318.7037037037037,190.0,373.7809632723436,139712.2085048011,2323.0,318.7037037037037,8.555555555555555
453,350.6,271.5,353.722075458497,125119.30666666666,3184.0,350.6,4.111111111111111
454,302.3333333333333,207.0,462.0790937587296,213517.08888888883,4372.0,302.3333333333333,3.8333333333333335
455,227.26666666666668,127.5,335.4911755752883,112554.32888888894,4360.0,227.26666666666668,6.3
457,217.8,173.5,209.8365077864193,44031.36000000001,3287.0,217.8,6.142857142857143
458,277.3,206.5,263.28212371269467,69317.47666666667,3204.0,277.3,8.555555555555555
459,173.73333333333332,118.5,215.0440161662,46243.92888888889,2907.0,173.73333333333332,2.6
460,262.56666666666666,142.0,380.0953988437932,144472.51222222223,2729.0,262.56666666666666,6.315789473684211
461,300.0,231.0,294.8344168059986,86927.33333333333,4915.0,300.0,4.157894736842105
462,235.53333333333333,144.5,208.0949676363068,43303.515555555554,2256.0,235.53333333333333,5.461538461538462
463,293.3666666666667,191.0,335.3426589160539,112454.69888888886,4207.0,293.3666666666667,6.384615384615385
464,241.7333333333333,146.5,209.38018583959231,43840.062222222215,3461.0,241.7333333333333,5.3076923076923075
465,196.3,140.5,200.59929378406764,40240.07666666668,2192.0,196.3,8.083333333333334
466,181.2,123.0,188.2598204609789,35441.76,2380.0,181.2,4.066666666666666
467,265.2333333333333,125.0,283.3629808018134,80294.57888888888,2646.0,265.2333333333333,4.882352941176471
468,175.9,97.0,275.30411669037323,75792.35666666664,2738.0,175.9,5.454545454545454
469,241.96666666666667,188.5,207.24630810275545,42951.032222222224,2324.0,241.96666666666667,7.642857142857143
470,192.16666666666663,116.5,260.41723999936886,67817.13888888888,3094.0,192.16666666666663,6.333333333333333
471,210.72413793103448,100.0,272.0977127420024,74037.16527942926,3207.0,210.72413793103448,6.733333333333333
474,143.86666666666667,122.0,138.58420625100908,19205.582222222223,2086.0,143.86666666666667,8.25
475,138.96666666666667,77.0,162.58279600116228,26433.16555555555,1833.0,138.96666666666667,7.0
476,209.6,136.0,334.5786006307038,111942.84,1826.0,209.6,7.583333333333333
477,249.0,176.0,286.67135655078386,82180.46666666666,4588.0,249.0,5.166666666666667
478,219.8,148.5,261.1688342815812,68209.16,2020.0,219.8,5.461538461538462
479,402.3333333333333,94.5,718.7018080462083,516532.2888888888,4997.0,402.3333333333333,4.6875
481,207.0,76.5,376.41466496405263,141688.0,2406.0,207.0,6.5
482,308.1034482758621,145.0,682.4935187176195,465797.4030915577,2276.0,308.1034482758621,2.6
483,308.46666666666664,146.5,601.0617679480945,361275.2488888889,3478.0,308.46666666666664,8.7
484,188.0,82.0,313.701237910638,98408.46666666666,2192.0,188.0,7.125
485,201.0,97.5,223.523568587936,49962.78571428572,1463.0,201.0,5.928571428571429
486,144.63333333333333,112.5,130.96194952054668,17151.03222222222,2032.0,144.63333333333333,4.0
487,196.79310344827587,98.0,217.61170406377732,47354.85374554101,3462.0,196.79310344827587,5.0
488,176.33333333333334,88.0,191.0777037984518,36510.688888888886,2252.0,176.33333333333334,7.571428571428571
489,212.4,103.5,248.04039993517185,61524.04,2261.0,212.4,5.769230769230769
490,169.89655172413794,151.0,156.07675937081598,24359.9548156956,1365.0,169.89655172413794,4.45
491,136.16666666666666,103.0,110.109970282239,12124.205555555553,1416.0,136.16666666666666,5.888888888888889
492,194.76666666666668,114.5,215.8420229910962,46587.7788888889,1880.0,194.76666666666668,6.714285714285714
493,261.1333333333333,228.0,258.550154171724,66848.18222222224,4151.0,261.1333333333333,4.0
494,214.7333333333333,132.5,323.33903087763605,104548.1288888889,1756.0,214.7333333333333,8.058823529411764
495,271.8333333333333,144.0,314.3429213808102,98811.47222222222,3103.0,271.8333333333333,5.0
496,213.96666666666667,162.0,189.5119140200836,35914.765555555554,3023.0,213.96666666666667,5.461538461538462
497,231.96666666666667,129.5,330.45226416063315,109198.69888888887,2116.0,231.96666666666667,3.066666666666667
498,224.2333333333333,109.0,264.4068434985919,69910.97888888889,2223.0,224.2333333333333,6.7
499,279.9,202.5,299.84877855345684,89909.29000000001,3892.0,279.9,6.3
500,248.8,132.5,450.2769814236565,202749.36,2156.0,248.8,3.3076923076923075
501,237.86666666666667,152.5,266.0225220206406,70767.98222222223,3457.0,237.86666666666667,6.333333333333333
502,239.9333333333333,134.0,262.83175015376065,69080.52888888888,2490.0,239.9333333333333,5.0
503,296.1666666666667,173.5,326.2071002020376,106411.0722222222,3468.0,296.1666666666667,9.538461538461538
504,232.24137931034485,106.0,405.85844782025055,164721.07966706302,2420.0,232.24137931034485,6.25
505,163.16666666666666,100.5,155.66996784508208,24233.13888888889,2027.0,163.16666666666666,6.8
506,206.76666666666668,119.0,246.39800910090344,60711.97888888889,1757.0,206.76666666666668,6.583333333333333
507,214.7,119.5,238.82506149899763,57037.41,2461.0,214.7,3.25
508,239.9,164.0,310.26433353943,96263.95666666668,3130.0,239.9,6.142857142857143
509,237.33333333333331,141.5,335.8854302023567,112819.02222222224,3911.0,237.33333333333331,3.769230769230769
510,236.7,85.0,297.784166805423,88675.40999999999,3829.0,236.7,5.0
511,331.1666666666667,147.0,493.815490734028,243853.7388888889,3488.0,331.1666666666667,7.0
512,204.76666666666668,185.5,150.3153758676145,22594.712222222228,2180.0,204.76666666666668,4.5625
513,175.5,122.0,150.292326262299,22587.783333333333,2577.0,175.5,5.529411764705882
514,291.6666666666667,185.0,423.6839492934431,179508.08888888886,1925.0,291.6666666666667,3.823529411764706
515,276.6896551724138,147.0,430.23522863888087,185102.35196195007,3914.0,276.6896551724138,6.7272727272727275
516,174.43333333333334,116.5,172.38361935584894,29716.11222222222,2318.0,174.43333333333334,3.15
517,297.3,140.0,523.0953482237568,273628.74333333335,3058.0,297.3,5.846153846153846
518,290.2,88.0,557.8788040425985,311228.76,3071.0,290.2,6.153846153846154
519,364.73333333333335,115.5,888.3056506005626,789086.9288888888,3335.0,364.73333333333335,7.2
520,252.4333333333333,149.0,272.1669442742001,74074.84555555554,3403.0,252.4333333333333,6.0
521,233.0,196.0,220.03878446007343,48417.066666666666,3201.0,233.0,4.214285714285714
522,208.5,137.5,206.2884307630136,42554.91666666666,3152.0,208.5,6.0
523,201.2333333333333,75.5,278.7948688352942,77726.5788888889,2585.0,201.2333333333333,8.5
524,251.6,125.5,293.8316524814847,86337.04,3074.0,251.6,6.454545454545454
525,325.1333333333333,125.5,457.4864466723456,209293.84888888893,4992.0,325.1333333333333,3.9411764705882355
526,263.7,186.0,280.7154134231559,78801.14333333333,4397.0,263.7,5.6875
527,227.0,157.5,224.72709375299337,50502.26666666667,3289.0,227.0,5.909090909090909
529,182.5,103.0,230.431195184779,53098.53571428572,2433.0,182.5,6.818181818181818
530,214.3846153846154,99.0,235.79783990057064,55600.62130177514,3843.0,214.3846153846154,4.571428571428571
531,382.4230769230769,118.5,666.2990881369049,443954.4748520709,5068.0,382.4230769230769,7.066666666666666
532,197.30769230769232,129.0,219.5615857585939,48207.28994082839,3131.0,197.30769230769232,6.769230769230769
533,347.7307692307692,151.5,593.0257198788851,351679.5044378698,3254.0,347.7307692307692,5.571428571428571
534,227.80769230769232,142.0,266.57601300578256,71062.77071005917,3430.0,227.80769230769232,5.75
535,199.34615384615384,101.5,273.47351753487834,74787.7647928994,2524.0,199.34615384615384,6.181818181818182
536,219.2692307692308,96.0,347.7417872383415,120924.35059171596,2823.0,219.2692307692308,9.0
537,291.8076923076923,135.5,350.83921577475314,123088.15532544376,4661.0,291.8076923076923,4.285714285714286
538,348.3076923076923,195.5,590.2450448904688,348389.21301775146,2689.0,348.3076923076923,6.214285714285714
539,207.5,114.5,270.40101985469937,73116.71153846153,3110.0,207.5,4.944444444444445
