raceId,circuitId,ALPC,totalDNFs,averageCumRacerPoints,qualifyingALPC,averageDriverExpYears,avgDriverRaceCount,topTenDiversity,FRALPC,countryId
421,jacarepagua,2.4444444444444446,15,75.26,0.0,4.36,0.0,6,,brazil
422,jerez,0.5714285714285714,17,76.26,0.0,4.36,1.0,5,,spain
423,imola,1.5,16,74.28846153846153,0.0,4.4,1.92,6,,italy
424,monaco,1.4545454545454546,8,75.25,0.0,5.0,3.0,9,,monaco
425,spa-francorchamps,3.1666666666666665,12,74.38,0.0,4.16,3.64,7,,belgium
426,montreal,1.0909090909090908,12,76.18,0.0,3.9166666666666665,4.416666666666667,6,,canada
427,detroit,1.3333333333333333,15,72.25,0.0,4.0,5.08,7,,united-states-of-america
428,paul-ricard,1.4545454545454546,14,75.17307692307692,0.0,3.923076923076923,6.115384615384615,6,,france
429,brands-hatch,1.5555555555555556,16,76.13461538461539,0.0,3.923076923076923,7.115384615384615,6,,united-kingdom
430,hockenheimring,3.090909090909091,13,68.32692307692308,0.0,3.5384615384615383,7.769230769230769,7,,germany
431,hungaroring,1.3333333333333333,16,69.28846153846153,0.0,3.5384615384615383,8.76923076923077,6,,hungary
432,spielberg,3.6,14,70.25,0.0,3.52,9.92,6,,austria
433,monza,1.4,15,68.68518518518519,0.0,3.4074074074074074,10.11111111111111,6,,italy
434,estoril,1.5,13,69.61111111111111,0.0,3.4074074074074074,11.296296296296296,7,,portugal
435,mexico-city,3.3333333333333335,8,73.13461538461539,0.0,3.4583333333333335,12.833333333333334,7,2.6956521739130435,mexico
436,adelaide,2.6,14,74.09615384615384,0.0,3.5384615384615383,13.615384615384615,7,2.6400000000000006,australia
437,jacarepagua,2.0,8,58.78260869565217,0.0,3.5454545454545454,12.0,6,,brazil
438,imola,2.1666666666666665,12,57.7037037037037,0.0,3.12,11.72,7,,italy
439,spa-francorchamps,0.2222222222222222,16,60.88461538461539,0.0,3.6153846153846154,13.461538461538462,6,,belgium
440,monaco,1.6666666666666667,11,61.84615384615385,0.0,3.875,14.791666666666666,7,,monaco
441,detroit,1.8181818181818181,13,62.80769230769231,0.0,3.6153846153846154,15.384615384615385,7,,united-states-of-america
442,paul-ricard,1.0,16,63.76923076923077,0.0,3.6153846153846154,16.384615384615383,6,,france
443,silverstone,1.25,15,64.73076923076923,0.0,3.56,17.28,6,,united-kingdom
444,hockenheimring,1.6,19,65.6923076923077,0.0,3.6153846153846154,18.346153846153847,6,,germany
445,hungaroring,2.0,12,66.65384615384616,0.0,3.6153846153846154,19.346153846153847,7,,hungary
446,spielberg,1.2857142857142858,9,67.61538461538461,0.0,3.6153846153846154,20.346153846153847,6,,austria
447,monza,2.4,10,120.625,0.0,3.6153846153846154,20.96153846153846,6,,italy
448,estoril,2.6153846153846154,12,66.96296296296296,0.0,3.6153846153846154,21.96153846153846,6,,portugal
449,jerez,4.4,10,65.46428571428571,0.0,3.6153846153846154,22.76923076923077,6,,spain
450,mexico-city,1.25,17,68.81481481481481,0.0,3.6153846153846154,23.807692307692307,6,,mexico
451,suzuka,3.142857142857143,11,69.74074074074075,0.0,3.5384615384615383,23.653846153846153,6,,japan
452,adelaide,2.25,16,66.44444444444444,0.0,3.5384615384615383,24.076923076923077,6,,australia
453,jacarepagua,0.75,16,65.13967741935484,0.0,3.8461538461538463,21.46153846153846,6,2.4000000000000004,brazil
454,imola,2.4444444444444446,7,61.96774193548387,0.0,3.5,21.653846153846153,7,3.3600000000000003,italy
455,monaco,0.6666666666666666,16,62.774193548387096,0.0,4.115384615384615,23.692307692307693,6,3.6000000000000014,monaco
456,mexico-city,2.533333333333333,10,63.58064516129032,0.0,3.9615384615384617,23.96153846153846,6,2.2399999999999998,mexico
457,montreal,2.4615384615384617,12,64.38709677419355,0.0,4.076923076923077,25.46153846153846,7,2.7200000000000006,canada
458,detroit,0.75,17,65.19354838709677,0.0,3.923076923076923,24.384615384615383,6,3.600000000000001,united-states-of-america
459,paul-ricard,0.8,10,66.0,0.0,3.3846153846153846,24.153846153846153,6,2.3200000000000003,france
460,silverstone,3.111111111111111,7,66.80645161290323,0.0,3.730769230769231,26.307692307692307,6,1.6000000000000005,united-kingdom
461,hockenheimring,2.888888888888889,7,67.61290322580645,0.0,3.8461538461538463,28.307692307692307,5,1.4400000000000004,germany
462,hungaroring,1.5,13,68.41935483870968,0.0,4.0,29.46153846153846,6,2.4347826086956523,hungary
463,spa-francorchamps,0.7692307692307693,10,62.83870967741935,0.0,3.9615384615384617,30.96153846153846,6,3.200000000000001,belgium
464,monza,2.0,13,63.32258064516129,0.0,3.6923076923076925,27.923076923076923,6,1.9200000000000004,italy
465,estoril,1.0909090909090908,14,70.83870967741936,0.0,4.0,32.07692307692308,7,2.72,portugal
466,jerez,1.8461538461538463,11,71.64516129032258,0.0,4.0,33.07692307692308,6,5.039999999999999,spain
467,suzuka,2.25,9,76.45161290322581,0.0,3.730769230769231,31.884615384615383,7,4.0,japan
468,adelaide,0.8,15,87.19354838709677,0.0,4.230769230769231,35.57692307692308,7,3.120000000000001,australia
469,jacarepagua,3.230769230769231,11,61.4078947368421,0.0,4.230769230769231,31.653846153846153,7,4.083333333333334,brazil
470,imola,1.8333333333333333,12,59.53846153846154,0.0,4.0,31.384615384615383,7,3.4400000000000004,italy
471,monaco,3.4285714285714284,11,59.21052631578947,0.0,4.615384615384615,31.73076923076923,6,3.3333333333333335,monaco
472,mexico-city,2.7142857142857144,10,60.82051282051282,0.08,5.0,37.15384615384615,7,5.200000000000001,mexico
473,phoenix,2.75,16,61.46153846153846,0.0,4.615384615384615,37.61538461538461,7,5.120000000000001,united-states-of-america
474,montreal,2.2857142857142856,15,62.1025641025641,0.0,5.076923076923077,38.03846153846154,6,3.440000000000001,canada
475,paul-ricard,4.3076923076923075,12,58.96153846153846,0.0,3.8846153846153846,31.846153846153847,7,5.120000000000003,france
476,silverstone,1.6363636363636365,14,58.65384615384615,0.0,3.6923076923076925,32.5,6,4.083333333333333,united-kingdom
477,hockenheimring,1.0909090909090908,14,63.8974358974359,0.0,4.846153846153846,40.34615384615385,6,2.880000000000001,germany
478,hungaroring,3.6666666666666665,13,64.53846153846153,0.0,4.576923076923077,39.65384615384615,8,5.600000000000001,hungary
479,spa-francorchamps,1.4666666666666666,10,65.46153846153847,0.0,4.423076923076923,39.53846153846154,7,5.040000000000001,belgium
480,monza,1.2,15,65.82051282051282,0.0,4.153846153846154,40.30769230769231,6,3.3600000000000003,italy
481,estoril,3.3846153846153846,11,66.46153846153847,0.0,5.076923076923077,44.53846153846154,6,4.08,portugal
482,jerez,1.3333333333333333,16,62.13157894736842,0.0,3.8846153846153846,39.57692307692308,9,4.960000000000002,spain
483,suzuka,1.5555555555555556,15,67.51282051282051,0.0,3.769230769230769,40.61538461538461,7,3.920000000000001,japan
484,adelaide,2.2857142857142856,18,68.28205128205128,0.0,4.384615384615385,42.34615384615385,7,3.4400000000000004,australia
485,phoenix,1.6923076923076923,12,68.57142857142857,0.0,4.230769230769231,34.96153846153846,9,4.320000000000001,united-states-of-america
486,interlagos,2.923076923076923,12,69.4,0.0,4.115384615384615,36.57692307692308,7,3.2800000000000002,brazil
487,imola,1.3333333333333333,13,68.05714285714286,0.0,3.8846153846153846,35.69230769230769,6,2.8000000000000003,italy
488,monaco,0.6666666666666666,18,68.77142857142857,0.0,3.8846153846153846,37.23076923076923,7,3.3600000000000008,monaco
489,montreal,2.3333333333333335,13,69.48571428571428,0.0,4.1923076923076925,40.88461538461539,6,4.24,canada
490,mexico-city,3.8947368421052633,6,70.2,0.0,3.923076923076923,38.34615384615385,7,3.6000000000000005,mexico
491,paul-ricard,3.6470588235294117,7,70.91428571428571,0.0,4.3076923076923075,43.73076923076923,5,3.120000000000001,france
492,silverstone,2.769230769230769,11,71.62857142857143,0.0,4.44,45.12,6,2.9166666666666665,united-kingdom
493,hockenheimring,1.6363636363636365,13,72.34285714285714,0.0,3.8846153846153846,42.65384615384615,6,3.4400000000000004,germany
494,hungaroring,3.875,9,73.05714285714286,0.0,4.3076923076923075,46.53846153846154,6,4.08,hungary
495,spa-francorchamps,2.0,9,78.24242424242425,0.0,4.038461538461538,45.30769230769231,5,3.920000000000001,belgium
496,monza,1.3846153846153846,12,79.0,0.0,4.3076923076923075,48.88461538461539,6,2.3200000000000007,italy
497,estoril,2.142857142857143,10,79.75757575757575,0.0,4.4,49.12,6,3.416666666666667,portugal
498,jerez,0.8888888888888888,15,80.33333333333333,0.0,4.44,50.84,6,3.666666666666667,spain
499,suzuka,1.7777777777777777,15,86.93333333333334,0.0,4.56,48.48,6,2.9999999999999996,japan
500,adelaide,1.5,13,87.76666666666667,0.0,4.038461538461538,45.07692307692308,6,3.2800000000000002,australia
501,phoenix,3.090909090909091,14,79.22058823529412,0.0,4.576923076923077,41.30769230769231,5,3.8400000000000016,united-states-of-america
502,interlagos,1.8333333333333333,13,79.67647058823529,0.0,4.5,41.11538461538461,7,2.8000000000000007,brazil
503,imola,3.8333333333333335,12,78.42647058823529,0.0,4.2,38.88,5,3.9166666666666665,italy
504,monaco,1.8181818181818181,14,78.61764705882354,0.0,4.615384615384615,43.84615384615385,6,3.280000000000001,monaco
505,montreal,2.888888888888889,16,81.91176470588235,0.0,5.115384615384615,47.69230769230769,6,2.880000000000001,canada
506,mexico-city,2.1818181818181817,14,82.67647058823529,0.0,4.769230769230769,46.76923076923077,6,4.240000000000001,mexico
507,magny-cours,1.6363636363636365,14,83.44117647058823,0.0,4.769230769230769,47.69230769230769,6,3.6800000000000006,france
508,silverstone,1.5384615384615385,12,84.20588235294117,0.0,4.769230769230769,48.92307692307692,6,2.6400000000000006,united-kingdom
509,hockenheimring,2.0,13,82.61764705882354,0.0,4.5,48.11538461538461,6,3.2000000000000006,germany
510,hungaroring,2.625,9,83.17647058823529,0.0,4.5,49.11538461538461,7,4.400000000000001,hungary
511,spa-francorchamps,2.6666666666666665,13,83.97058823529412,1.2,4.346153846153846,48.34615384615385,7,3.2800000000000002,belgium
512,monza,1.4666666666666666,10,84.58823529411765,0.0,4.423076923076923,50.34615384615385,6,1.7600000000000007,italy
513,estoril,2.125,8,85.5,0.0,4.6923076923076925,52.19230769230769,6,3.68,portugal
514,catalunya,3.25,9,88.27272727272727,0.0,4.423076923076923,52.73076923076923,6,2.7200000000000006,spain
515,suzuka,1.2,15,91.625,0.0,4.115384615384615,49.73076923076923,5,4.640000000000001,japan
516,adelaide,1.894736842105263,6,70.453125,0.0,4.076923076923077,48.65384615384615,6,2.56,australia
517,kyalami,1.0,13,59.171875,0.0,4.1923076923076925,43.15384615384615,6,2.4000000000000004,south-africa
518,mexico-city,1.3333333333333333,13,59.86666666666667,0.0,4.230769230769231,45.15384615384615,6,4.160000000000001,mexico
519,interlagos,0.4444444444444444,16,59.25806451612903,0.0,4.346153846153846,47.26923076923077,7,3.4400000000000004,brazil
520,catalunya,2.3636363636363638,14,60.4375,0.0,4.1923076923076925,45.88461538461539,6,2.16,spain
521,imola,2.3076923076923075,12,59.03125,0.0,4.346153846153846,48.5,6,2.416666666666667,italy
522,monaco,1.0909090909090908,14,59.84375,0.0,4.6923076923076925,50.92307692307692,6,2.7199999999999998,monaco
523,montreal,1.8461538461538463,11,62.61290322580645,0.0,4.230769230769231,49.88461538461539,5,3.8400000000000007,canada
524,magny-cours,0.4,15,65.06666666666666,0.0,4.346153846153846,51.88461538461539,5,2.960000000000001,france
525,silverstone,1.0,9,62.28125,0.0,4.346153846153846,52.76923076923077,6,2.5600000000000005,united-kingdom
526,hockenheimring,2.0,10,63.09375,0.0,4.1923076923076925,51.46153846153846,6,3.4400000000000004,germany
527,hungaroring,1.0,15,65.96774193548387,0.0,4.230769230769231,52.53846153846154,6,3.0833333333333335,hungary
528,spa-francorchamps,2.588235294117647,8,69.03333333333333,0.0,4.346153846153846,54.73076923076923,6,3.600000000000001,belgium
529,monza,2.2,15,74.35714285714286,0.0,4.1923076923076925,54.07692307692308,6,4.083333333333333,italy
530,estoril,1.0769230769230769,12,81.03846153846153,0.0,4.1923076923076925,56.30769230769231,6,1.9200000000000002,portugal
531,suzuka,2.5714285714285716,11,80.73076923076923,0.0,4.576923076923077,54.76923076923077,6,3.120000000000001,japan
532,adelaide,2.0,13,81.73076923076923,0.0,4.576923076923077,55.76923076923077,7,2.64,australia
533,kyalami,0.6666666666666666,19,206.75,0.0,4.576923076923077,46.80769230769231,6,3.8400000000000007,south-africa
534,interlagos,1.4545454545454546,13,89.3076923076923,0.0,4.48,46.08,6,2.083333333333333,brazil
535,donington,1.6,14,94.1923076923077,0.0,4.84,51.48,5,2.833333333333333,united-kingdom
536,imola,1.5,16,95.1923076923077,0.0,4.4,48.6,6,2.6666666666666665,italy
537,catalunya,1.5384615384615385,10,96.1923076923077,0.0,4.4,49.6,6,2.666666666666667,spain
538,monaco,3.5384615384615383,11,97.1923076923077,0.0,4.84,54.4,6,2.7499999999999996,monaco
539,montreal,2.823529411764706,7,98.1923076923077,0.0,4.4,51.56,6,2.333333333333333,canada
540,magny-cours,2.8,9,99.1923076923077,0.0,4.4,52.56,7,2.2500000000000004,france
541,silverstone,1.8571428571428572,10,100.65384615384616,0.0,4.68,56.08,6,2.999999999999999,united-kingdom
542,hockenheimring,2.75,9,101.65384615384616,0.0,4.923076923076923,58.73076923076923,6,2.3200000000000003,germany
543,hungaroring,2.3636363636363638,14,102.65384615384616,0.0,4.923076923076923,59.73076923076923,6,2.7200000000000006,hungary
544,spa-francorchamps,1.2857142857142858,10,103.65384615384616,0.0,5.08,62.56,7,2.416666666666667,belgium
545,monza,3.5384615384615383,12,99.92307692307692,0.0,4.538461538461538,56.42307692307692,6,4.320000000000001,italy
546,estoril,3.6,10,100.76923076923077,0.0,4.576923076923077,58.23076923076923,6,1.36,portugal
547,suzuka,1.8461538461538463,9,104.89583333333333,0.0,4.166666666666667,54.666666666666664,6,2.8695652173913047,japan
548,adelaide,1.4285714285714286,9,103.0625,0.0,4.166666666666667,55.666666666666664,6,1.3636363636363633,australia
549,interlagos,1.4545454545454546,14,53.392857142857146,0.0,3.1923076923076925,39.42307692307692,7,3.8400000000000007,brazil
550,aida,0.8,15,51.17857142857143,0.0,3.3076923076923075,40.19230769230769,6,3.1200000000000006,japan
551,imola,2.0,12,54.142857142857146,0.0,4.08,48.0,6,1.6666666666666667,italy
552,monaco,1.8,13,38.53846153846154,0.0,3.75,46.125,7,1.2173913043478262,monaco
553,catalunya,1.8,15,37.111111111111114,0.0,3.0384615384615383,39.15384615384615,6,3.25,spain
554,montreal,1.5714285714285714,10,38.592592592592595,0.0,3.5,44.73076923076923,7,2.3200000000000003,canada
555,magny-cours,1.2,15,54.464285714285715,0.0,3.6923076923076925,46.30769230769231,6,2.3200000000000007,france
556,silverstone,0.5333333333333333,9,38.714285714285715,0.0,3.1923076923076925,43.23076923076923,6,2.4166666666666656,united-kingdom
557,hockenheimring,1.7142857142857142,18,39.642857142857146,0.0,3.1923076923076925,44.23076923076923,7,2.0000000000000004,germany
558,hungaroring,2.769230769230769,12,39.92857142857143,0.0,3.4615384615384617,46.73076923076923,8,2.2400000000000007,hungary
559,spa-francorchamps,2.3333333333333335,12,41.714285714285715,0.0,3.4615384615384617,48.15384615384615,7,6.48,belgium
560,monza,2.4444444444444446,16,36.17857142857143,0.0,3.5,47.92307692307692,8,2.960000000000001,italy
561,estoril,1.0666666666666667,9,37.07142857142857,0.0,3.423076923076923,48.11538461538461,7,2.880000000000001,portugal
562,jerez,2.3333333333333335,7,60.607142857142854,0.16,3.6923076923076925,52.03846153846154,8,1.7600000000000007,spain
563,suzuka,1.6666666666666667,13,157.75,0.0,3.1923076923076925,48.0,6,2.4000000000000004,japan
564,adelaide,2.727272727272727,14,59.67857142857143,0.0,3.1153846153846154,46.73076923076923,6,2.8000000000000007,australia
565,interlagos,0.2222222222222222,15,39.13461538461539,0.0,2.64,33.4,6,2.090909090909091,brazil
566,buenos-aires,1.0,14,38.78846153846154,0.0,3.0,37.68,7,3.1666666666666665,argentina
567,imola,1.7333333333333334,10,57.55769230769231,0.0,3.3461538461538463,40.11538461538461,5,1.9200000000000004,italy
